"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","HFO2(WT%)","THO2(WT%)","UO2(WT%)","UO3(WT%)","AL2O3(WT%)","CR2O3(WT%)","LA2O3(WT%)","CE2O3(WT%)","CEO2(WT%)","ND2O3(WT%)","SM2O3(WT%)","EU2O3(WT%)","GD2O3(WT%)","DY2O3(WT%)","ER2O3(WT%)","Y2O3(WT%)","V2O3(WT%)","V2O5(WT%)","NB2O3(WT%)","NB2O5(WT%)","TA2O3(WT%)","TA2O5(WT%)","PR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","PBO(WT%)","SNO2(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","F(WT%)","CL(WT%)","OH(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","FE(WT%)","NA(WT%)","HE(MOL/G)","LI(PPM)","BE(PPM)","B(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","CD(PPM)","SN(PPM)","SB(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","TL(PPM)","PB(PPM)","PB204(PPM)","PB206(PPM)","PB207(PPM)","PB208(PPM)","BI(PPM)","TH(PPM)","TH232(PPM)","U(PPM)","U238(PPM)","ND143_ND144","ND145_ND144","ND146_ND144","ND148_ND144","ND150_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB206_PB207","PB206_PB208","PB207_PB204","PB207_PB206","PB208_PB204","PB208_PB206","CE138_CE142","LA138_CE142","PB206_U238","PB207_U235","PB208_TH232","RA226_TH230_ACT","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_PB204","U238_PB206","U238_TH232_ACT","D18O(‰)","D18O(‰VSMOW)","CHROMITE(MOL%)","HERCYNITE(MOL%)","JACOBSITE(MOL%)","MG-CHROMITE(MOL%)","MAGNESIOFERRITE(MOL%)","MAGNETITE(MOL%)","SPINEL(MOL%)","ULVOSPINEL(MOL%)","AGE(KA)","AGE(MA)",
"[18713] PLATEVOET B. (2014)","samp. 05-030","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / GÖLCÜK","","39.4","39.4","28","28","subaerial","","","NOT GIVEN","","","","","TITANITE (SPHENE)","","","","","primary","0.04","4.52","","","","","","1.34","0.01","","","","","","","","","","","","","","","","","","","","86.78","","0.03","0.69","0.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.49270541319894E-02","0","2.49799853162286","0","0.902099317128453","80.7468673291996","2.9858207494223","12.8522870184948","","",
"[18713] PLATEVOET B. (2014)","samp. 05-030","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / GÖLCÜK","","39.4","39.4","28","28","subaerial","","","NOT GIVEN","","","","","TITANITE (SPHENE)","","","","","primary","0","5.79","","","","","","2.92","0.04","","","","","","","","","","","","","","","","","","","","82.16","","0","1.63","0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.95851086639536E-02","0","2.04541382320919","0","2.67256970486947","72.2999373468096","6.49300027777287","16.4294937386749","","",
"[18713] PLATEVOET B. (2014)","samp. 97-60","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / GÖLCÜK","","39.4","39.4","28","28","subaerial","","","NOT GIVEN","","","","","TITANITE (SPHENE)","","","","","primary","0.03","5.12","","","","","","1.36","0.01","","","","","","","","","","","","","","","","","","","","85.5","","0.03","0.87","0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.50190472002824E-02","0","2.06227142611377","0","1.88331029734166","78.3422746309741","3.0490610220487","14.6480635763215","","",
"[18713] PLATEVOET B. (2014)","samp. 97-12","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / GÖLCÜK","","39.4","39.4","28","28","subaerial","","","NOT GIVEN","","","","","TITANITE (SPHENE)","","","","","primary","0.05","4.76","","","","","","1.87","0.27","","","","","","","","","","","","","","","","","","","","84.74","","0","1.13","0.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.403391884555002","0","1.98736917970054","0","2.20236697247417","77.6895088740942","4.17051631833607","13.54684677084","","",
"[18713] PLATEVOET B. (2014)","samp. E-3","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / GÖLCÜK","","39.4","39.4","28","28","subaerial","","","NOT GIVEN","","","","","TITANITE (SPHENE)","","","","","primary","0.676","","","","","","","0.013","","","","","","","","","","","","","","","","","","","","","0.088","","53.195","0.107","0.017","0.04","1.523","","","","","","0.172","40.987","","1.945","0.387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18713] PLATEVOET B. (2014)","samp. E-3","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / GÖLCÜK","","39.4","39.4","28","28","subaerial","","","NOT GIVEN","","","","","TITANITE (SPHENE)","","","","","primary","0.64","","","","","","","0.008","","","","","","","","","","","","","","","","","","","","","0.141","","52.493","0.113","0.045","0.04","1.886","","","","","","0.164","41.362","","2.524","0.364","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18713] PLATEVOET B. (2014)","samp. 05-008","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / GÖLCÜK","","39.4","39.4","28","28","subaerial","","","PHONOLITE, TEPHRI","","","","","TITANITE (SPHENE)","","","","","primary","0.84","","","","","","","0","","","","","","","","","","","","","","","","","","","","","0.32","","52.69","0.13","0.04","0","1.06","","","","","","0.29","39.85","","1.64","0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18713] PLATEVOET B. (2014)","samp. 05-008","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / GÖLCÜK","","39.4","39.4","28","28","subaerial","","","PHONOLITE, TEPHRI","","","","","TITANITE (SPHENE)","","","","","primary","0.87","","","","","","","0","","","","","","","","","","","","","","","","","","","","","0.17","","52.7","0.13","0.03","0.04","1.05","","","","","","0.2","40.26","","1.57","0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18713] PLATEVOET B. (2014)","samp. 05-034","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / GÖLCÜK","","39.4","39.4","28","28","subaerial","","","NOT GIVEN","","","","","TITANITE (SPHENE)","","","","","primary","1.04","","","","","","","0.03","","","","","","","","","","","","","","","","","","","","","0.14","","51.77","0.02","0.05","","","","","","","","0.46","38.48","","4.73","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18713] PLATEVOET B. (2014)","samp. 05-034","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT - CENOZOIC/QUATERNARY / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / GÖLCÜK","","39.4","39.4","28","28","subaerial","","","NOT GIVEN","","","","","TITANITE (SPHENE)","","","","","primary","0.92","","","","","","","0","","","","","","","","","","","","","","","","","","","","","0.29","","51.33","0.13","0.06","","","","","","","","0.21","39.18","","4.84","0.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18814] DUDAS F. O. L. (1991)","samp. CC1","INTRAPLATE VOLCANICS","MIDCONTINENT US KIMBERLITE-CARBONATITE PROVINCE / MONTANA / CRAZY MOUNTAINS","","46","46","-110","-110","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.98","180.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.705581","0.0157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18904] DOUCELANCE R. (2014)","samp. 26257","OCEAN ISLAND","CANARY ISLANDS / FUERTEVENTURA","","28","28.75","-13.8","-14.5","subaerial","","","CARBONATITE, CALCIO","","","","","TITANITE (SPHENE)","","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512847","","","","","0.1185","","","","","","","","","","0.0225648","0.003325","","","","","","","","","","","","","","","","","","","","","","",
"[18928] LARREA P. (2014)","samp. GRENX-2","OCEAN ISLAND","AZORES / GRACIOSA / ENXUDREIRO UNIT","ENXUDREIRO","39.05","39.05","-28.05","-28.05","subaerial","","","SYENITE","INEQUIGRANULAR","","","","TITANITE (SPHENE)","","","","","primary","30.03","27.89","","","","","","3.99","0","","","","","","","","","","","","","","","","","","","","4.46","","28.41","0.02","0.1","","","","","0.01","","0","0.03","0.01","","1.44","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18928] LARREA P. (2014)","samp. GRENX-2","OCEAN ISLAND","AZORES / GRACIOSA / ENXUDREIRO UNIT","ENXUDREIRO","39.05","39.05","-28.05","-28.05","subaerial","","","SYENITE","INEQUIGRANULAR","","","","TITANITE (SPHENE)","","","","","primary","30.1","28.68","","","","","","4.17","0","","","","","","","","","","","","","","","","","","","","3.48","","28.27","0","0","","","","","0","","0.02","0.01","0.02","","1.44","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18944] WOOLLEY A. R. (1991)","samp. U15","","","","","","","","","","","CARBONATITE","","","","","TITANITE (SPHENE)","","","","","primary","29.95","38.2","","","","","","0.38","","","","","","","","","","","","","","","0.98","","","","","","1.48","","28.26","","","","","","","","","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18944] WOOLLEY A. R. (1991)","samp. U51","","","","","","","","","","","CARBONATITE","","","","","TITANITE (SPHENE)","","","","","primary","29.99","35.1","","","","","","0.76","","","","","","","","","","","","","","","3.12","","","","","","1.71","","28.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[19114] LEHMANN B. (2007)","samp. BP1A","INTRAPLATE VOLCANICS","BASTAR CRATON_PROTEROZOIC / NORTHERN BASTAR CRATON / TOKAPAL KIMBERLITE FIELD / BHEJRIPADAR PIPE","","19.0513","19.0513","81.8515","81.8515","subaerial","","","KIMBERLITE","","","","","TITANITE (SPHENE)","JN14A05","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","0.7","0.4466","","","","","0.1655","10.19","","","","","","","","","","","","","","","","","","","","459.6",
"[19114] LEHMANN B. (2007)","samp. BP1A","INTRAPLATE VOLCANICS","BASTAR CRATON_PROTEROZOIC / NORTHERN BASTAR CRATON / TOKAPAL KIMBERLITE FIELD / BHEJRIPADAR PIPE","","19.0513","19.0513","81.8515","81.8515","subaerial","","","KIMBERLITE","","","","","TITANITE (SPHENE)","JN14A06","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.9","","","3.3","0.447","","","","","0.1501","9.25","","","","","","","","","","","","","","","","","","","","499.2",
"[19114] LEHMANN B. (2007)","samp. BP1A","INTRAPLATE VOLCANICS","BASTAR CRATON_PROTEROZOIC / NORTHERN BASTAR CRATON / TOKAPAL KIMBERLITE FIELD / BHEJRIPADAR PIPE","","19.0513","19.0513","81.8515","81.8515","subaerial","","","KIMBERLITE","","","","","TITANITE (SPHENE)","JN14A07","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2","","","1.9","0.3912","","","","","0.1556","8.4","","","","","","","","","","","","","","","","","","","","579.3",
"[19114] LEHMANN B. (2007)","samp. BP1A","INTRAPLATE VOLCANICS","BASTAR CRATON_PROTEROZOIC / NORTHERN BASTAR CRATON / TOKAPAL KIMBERLITE FIELD / BHEJRIPADAR PIPE","","19.0513","19.0513","81.8515","81.8515","subaerial","","","KIMBERLITE","","","","","TITANITE (SPHENE)","JN14A08","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","","","0.9","0.4201","","","","","0.1594","9.24","","","","","","","","","","","","","","","","","","","","560.1",
"[19114] LEHMANN B. (2007)","samp. BP1A","INTRAPLATE VOLCANICS","BASTAR CRATON_PROTEROZOIC / NORTHERN BASTAR CRATON / TOKAPAL KIMBERLITE FIELD / BHEJRIPADAR PIPE","","19.0513","19.0513","81.8515","81.8515","subaerial","","","KIMBERLITE","","","","","TITANITE (SPHENE)","JN14A09","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.3","","","1.5","0.4161","","","","","0.1767","10.14","","","","","","","","","","","","","","","","","","","","624.3",
"[19114] LEHMANN B. (2007)","samp. BP1A","INTRAPLATE VOLCANICS","BASTAR CRATON_PROTEROZOIC / NORTHERN BASTAR CRATON / TOKAPAL KIMBERLITE FIELD / BHEJRIPADAR PIPE","","19.0513","19.0513","81.8515","81.8515","subaerial","","","KIMBERLITE","","","","","TITANITE (SPHENE)","JN14A10","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","","","0.7","0.4958","","","","","0.2031","13.89","","","","","","","","","","","","","","","","","","","","599.5",
"[19114] LEHMANN B. (2007)","samp. BP1A","INTRAPLATE VOLCANICS","BASTAR CRATON_PROTEROZOIC / NORTHERN BASTAR CRATON / TOKAPAL KIMBERLITE FIELD / BHEJRIPADAR PIPE","","19.0513","19.0513","81.8515","81.8515","subaerial","","","KIMBERLITE","","","","","TITANITE (SPHENE)","JN14A11","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190.7","","","5.8","0.4787","","","","","0.182","12.01","","","","","","","","","","","","","","","","","","","","561.1",
"[19114] LEHMANN B. (2007)","samp. BP1A","INTRAPLATE VOLCANICS","BASTAR CRATON_PROTEROZOIC / NORTHERN BASTAR CRATON / TOKAPAL KIMBERLITE FIELD / BHEJRIPADAR PIPE","","19.0513","19.0513","81.8515","81.8515","subaerial","","","KIMBERLITE","","","","","TITANITE (SPHENE)","JN14A12","","","","primary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6","","","1.2","0.4107","","","","","0.1888","10.69","","","","","","","","","","","","","","","","","","","","673.1",
